id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,XM,YM,XM_r,YM_r,xG_s
352334,46,SavedShot,0.8990000153000001,0.6740000153,0.07639669627000001,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11874,Wolverhampton Wanderers,Liverpool,1,2,2020-01-23T20:00:00Z,,BallRecovery,93.49600159120001,45.8320010404,10.503998408799987,22.1679989596,0.11459504440500001
352336,50,SavedShot,0.8819999695,0.67,0.06839510052999999,Mohamed Salah,a,1250,OpenPlay,2019,RightFoot,11874,Wolverhampton Wanderers,Liverpool,1,2,2020-01-23T20:00:00Z,,None,91.727996828,45.56,12.272003171999998,22.439999999999998,0.10259265079499999
352342,69,MissedShots,0.8780000305,0.5729999924,0.1055051237,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11874,Wolverhampton Wanderers,Liverpool,1,2,2020-01-23T20:00:00Z,Jordan Henderson,Pass,91.312003172,38.9639994832,12.687996827999996,29.0360005168,0.15825768555
352351,34,Goal,0.885,0.5,0.7611688375,Mohamed Salah,a,1250,Penalty,2019,LeftFoot,11822,West Ham,Liverpool,0,2,2020-01-29T19:45:00Z,,Standard,92.04,34.0,11.959999999999994,34.0,1.14175325625
352354,43,BlockedShot,0.7430000305,0.3570000076,0.04842958972,Mohamed Salah,a,1250,DirectFreekick,2019,LeftFoot,11822,West Ham,Liverpool,0,2,2020-01-29T19:45:00Z,,Standard,77.272003172,24.2760005168,26.727996828000002,43.723999483200004,0.07264438458
352355,43,BlockedShot,0.7509999847,0.36400001530000003,0.013445336369999998,Mohamed Salah,a,1250,SetPiece,2019,RightFoot,11822,West Ham,Liverpool,0,2,2020-01-29T19:45:00Z,,Rebound,78.1039984088,24.752001040400003,25.896001591200005,43.2479989596,0.020168004554999997
352364,72,MissedShots,0.9080000305,0.4959999847,0.11454663429999999,Mohamed Salah,a,1250,OpenPlay,2019,Head,11822,West Ham,Liverpool,0,2,2020-01-29T19:45:00Z,Trent Alexander-Arnold,Cross,94.432003172,33.7279989596,9.567996828000005,34.2720010404,0.17181995144999998
352365,77,ShotOnPost,0.8159999847,0.5179999924,0.08725604414999999,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11822,West Ham,Liverpool,0,2,2020-01-29T19:45:00Z,Georginio Wijnaldum,Pass,84.8639984088,35.223999483200004,19.1360015912,32.776000516799996,0.13088406622499998
352764,37,BlockedShot,0.8759999847,0.38599998469999997,0.09309172630000001,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11899,Norwich,Liverpool,0,1,2020-02-15T17:30:00Z,Naby Keita,Pass,91.1039984088,26.247998959599997,12.896001591200005,41.7520010404,0.13963758945000002
352771,58,SavedShot,0.8769999695,0.38599998469999997,0.06934580207,Mohamed Salah,a,1250,OpenPlay,2019,RightFoot,11899,Norwich,Liverpool,0,1,2020-02-15T17:30:00Z,,None,91.207996828,26.247998959599997,12.792003171999994,41.7520010404,0.104018703105
352773,64,BlockedShot,0.9069999695000001,0.55,0.1091486961,Mohamed Salah,a,1250,OpenPlay,2019,RightFoot,11899,Norwich,Liverpool,0,1,2020-02-15T17:30:00Z,Andrew Robertson,Cross,94.32799682800001,37.400000000000006,9.67200317199999,30.599999999999994,0.16372304415
352774,64,MissedShots,0.925,0.5690000153,0.13368067150000001,Mohamed Salah,a,1250,OpenPlay,2019,RightFoot,11899,Norwich,Liverpool,0,1,2020-02-15T17:30:00Z,,Rebound,96.2,38.6920010404,7.799999999999997,29.3079989596,0.20052100725000002
353319,19,MissedShots,0.95,0.31,0.0318970494,Mohamed Salah,a,1250,FromCorner,2019,RightFoot,11921,Watford,Liverpool,3,0,2020-02-29T17:30:00Z,Alex Oxlade-Chamberlain,Chipped,98.8,21.08,5.200000000000003,46.92,0.0478455741
353325,48,BlockedShot,0.7909999847,0.4079999924,0.02700946853,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11921,Watford,Liverpool,3,0,2020-02-29T17:30:00Z,Alex Oxlade-Chamberlain,Pass,82.2639984088,27.7439994832,21.736001591199994,40.2560005168,0.040514202795
368400,3,SavedShot,0.7809999847,0.5670000076,0.03869985417,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11959,Manchester City,Liverpool,4,0,2020-07-02T19:15:00Z,Virgil van Dijk,Chipped,81.2239984088,38.556000516800005,22.7760015912,29.443999483199995,0.058049781255
368404,18,ShotOnPost,0.8380000304999999,0.4729999924,0.08480673283,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11959,Manchester City,Liverpool,4,0,2020-07-02T19:15:00Z,Roberto Firmino,Pass,87.152003172,32.1639994832,16.847996828000007,35.8360005168,0.12721009924499999
368422,75,SavedShot,0.895,0.3020000076,0.02062061429,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11959,Manchester City,Liverpool,4,0,2020-07-02T19:15:00Z,Neco Williams,Cross,93.08,20.5360005168,10.920000000000002,47.4639994832,0.030930921434999998
368425,89,BlockedShot,0.8480000305,0.5290000153,0.06920028478,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11959,Manchester City,Liverpool,4,0,2020-07-02T19:15:00Z,Divock Origi,BallTouch,88.192003172,35.972001040399995,15.807996828,32.027998959600005,0.10380042716999999
369870,5,Goal,0.9059999847,0.4220000076,0.4088112414,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11976,Brighton,Liverpool,1,3,2020-07-08T19:15:00Z,Naby Keita,Pass,94.2239984088,28.6960005168,9.7760015912,39.3039994832,0.6132168621
369873,13,SavedShot,0.9419999695,0.3279999924,0.1358691156,Mohamed Salah,a,1250,OpenPlay,2019,RightFoot,11976,Brighton,Liverpool,1,3,2020-07-08T19:15:00Z,Naby Keita,Throughball,97.967996828,22.3039994832,6.032003172000003,45.6960005168,0.2038036734
369881,38,MissedShots,0.8690000153,0.325,0.07043718547,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11976,Brighton,Liverpool,1,3,2020-07-08T19:15:00Z,Naby Keita,Pass,90.37600159120001,22.1,13.623998408799991,45.9,0.105655778205
369885,53,SavedShot,0.9269999695000001,0.3840000153,0.4285259247,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11976,Brighton,Liverpool,1,3,2020-07-08T19:15:00Z,Naby Keita,Pass,96.40799682800001,26.1120010404,7.592003171999991,41.8879989596,0.64278888705
369890,62,BlockedShot,0.9509999847,0.6409999847,0.18928200010000001,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11976,Brighton,Liverpool,1,3,2020-07-08T19:15:00Z,Fabinho,TakeOn,98.9039984088,43.5879989596,5.096001591199993,24.4120010404,0.28392300015000005
369893,75,Goal,0.9330000305,0.375,0.023761786519999998,Mohamed Salah,a,1250,FromCorner,2019,Head,11976,Brighton,Liverpool,1,3,2020-07-08T19:15:00Z,Andrew Robertson,Cross,97.032003172,25.5,6.967996827999997,42.5,0.03564267978
369898,93,SavedShot,0.9619999695,0.6220000076,0.437846005,Mohamed Salah,a,1250,OpenPlay,2019,RightFoot,11976,Brighton,Liverpool,1,3,2020-07-08T19:15:00Z,,None,100.047996828,42.2960005168,3.952003172000005,25.7039994832,0.6567690075
369899,95,MissedShots,0.93,0.4109999847,0.17894607780000002,Mohamed Salah,a,1250,OpenPlay,2019,Head,11976,Brighton,Liverpool,1,3,2020-07-08T19:15:00Z,Andrew Robertson,Cross,96.72,27.9479989596,7.280000000000001,40.0520010404,0.2684191167
371634,41,BlockedShot,0.8880000305,0.3979999924,0.10393992810000001,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11993,Arsenal,Liverpool,2,1,2020-07-15T19:15:00Z,Roberto Firmino,Pass,92.352003172,27.0639994832,11.647996828000004,40.9360005168,0.15590989215
371640,48,BlockedShot,0.9130000305,0.4540000153,0.1155600026,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11993,Arsenal,Liverpool,2,1,2020-07-15T19:15:00Z,,Rebound,94.952003172,30.8720010404,9.047996827999995,37.1279989596,0.1733400039
371642,53,SavedShot,0.905,0.4759999847,0.394882977,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,11993,Arsenal,Liverpool,2,1,2020-07-15T19:15:00Z,Trent Alexander-Arnold,TakeOn,94.12,32.3679989596,9.879999999999995,35.6320010404,0.5923244655000001
371646,69,SavedShot,0.9319999695000001,0.4359999847,0.2380400449,Mohamed Salah,a,1250,OpenPlay,2019,Head,11993,Arsenal,Liverpool,2,1,2020-07-15T19:15:00Z,Sadio Mané,Cross,96.927996828,29.647998959600002,7.072003171999995,38.3520010404,0.35706006735
373785,65,ShotOnPost,0.8819999695,0.3390000153,0.05159646273,Mohamed Salah,a,1250,SetPiece,2019,LeftFoot,12016,Newcastle United,Liverpool,1,3,2020-07-26T15:00:00Z,,None,91.727996828,23.0520010404,12.272003171999998,44.9479989596,0.077394694095
373787,71,BlockedShot,0.8780000305,0.3629999924,0.07676772027999999,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,12016,Newcastle United,Liverpool,1,3,2020-07-26T15:00:00Z,Roberto Firmino,Chipped,91.312003172,24.6839994832,12.687996827999996,43.3160005168,0.11515158041999998
373788,77,MissedShots,0.8390000153,0.3120000076,0.06859526783,Mohamed Salah,a,1250,OpenPlay,2019,LeftFoot,12016,Newcastle United,Liverpool,1,3,2020-07-26T15:00:00Z,,TakeOn,87.2560015912,21.2160005168,16.743998408799996,46.7839994832,0.102892901745
